Human Chimpanzee Gorilla Orangutan Macaque
ENSG00000116580 ENSPTRG00000001433 ENSGGOG00000000477 ENSPPYG00000000739 ENSMMUG00000009987
ENSG00000109107 ENSPTRG00000008923 ENSGGOG00000009705 ENSPPYG00000008100 ENSMMUG00000020322
ENSG00000143374 ENSPTRG00000001256 ENSGGOG00000006311 ENSPPYG00000000898 ENSMMUG00000006256
ENSG00000182584 ENSPTRG00000030585 ENSGGOG00000003587 ENSPPYG00000010928 ENSMMUG00000023549
ENSG00000106537 ENSPTRG00000018952 ENSGGOG00000011165 ENSPPYG00000017762 ENSMMUG00000017049
ENSG00000134755 ENSPTRG00000009941 ENSGGOG00000006133 ENSPPYG00000009084 ENSMMUG00000011687
ENSG00000156171 ENSPTRG00000001087 ENSGGOG00000009572 ENSPPYG00000001041 ENSMMUG00000002463
ENSG00000160781 ENSPTRG00000001451 ENSGGOG00000010923 ENSPPYG00000000724 ENSMMUG00000000085
ENSG00000113716 ENSPTRG00000017408 ENSGGOG00000008921 ENSPPYG00000015941 ENSMMUG00000011554
ENSG00000181552 ENSPTRG00000006103 ENSGGOG00000011563 ENSPPYG00000005576 ENSMMUG00000001656
ENSG00000116273 ENSPTRG00000000092 ENSGGOG00000006836 ENSPPYG00000001936 ENSMMUG00000009537
ENSG00000154642 ENSPTRG00000013798 ENSGGOG00000027981 ENSPPYG00000011297 ENSMMUG00000019155
ENSG00000175866 ENSPTRG00000009750 ENSGGOG00000014064 ENSPPYG00000008727 ENSMMUG00000015512
ENSG00000146802 ENSPTRG00000019604 ENSGGOG00000017194 ENSPPYG00000017920 ENSMMUG00000015543
ENSG00000076924 ENSPTRG00000010395 ENSGGOG00000002447 ENSPPYG00000009478 ENSMMUG00000009539
ENSG00000148408 ENSPTRG00000021608 ENSGGOG00000004807 ENSPPYG00000019840 ENSMMUG00000009187
ENSG00000100055 ENSPTRG00000014333 ENSGGOG00000008228 ENSPPYG00000011792 ENSMMUG00000018855
ENSG00000131183 ENSPTRG00000017582 ENSGGOG00000009639 ENSPPYG00000016089 ENSMMUG00000019814
ENSG00000189319 ENSPTRG00000003031 ENSGGOG00000001653 ENSPPYG00000002741 ENSMMUG00000015216
ENSG00000105675 ENSPTRG00000010850 ENSGGOG00000000130 ENSPPYG00000009869 ENSMMUG00000000845
ENSG00000103066 ENSPTRG00000008262 ENSGGOG00000001557 ENSPPYG00000007485 ENSMMUG00000010147
ENSG00000176946 ENSPTRG00000013127 ENSGGOG00000015684 ENSPPYG00000013356 ENSMMUG00000005662
ENSG00000159527 ENSPTRG00000001342 ENSGGOG00000000853 ENSPPYG00000000818 ENSMMUG00000000472
ENSG00000138892 ENSPTRG00000014526 ENSGGOG00000005943 ENSPPYG00000011971 ENSMMUG00000009115
ENSG00000159625 ENSPTRG00000008165 ENSGGOG00000008464 ENSPPYG00000007396 ENSMMUG00000015692
ENSG00000099769 ENSPTRG00000007610 ENSGGOG00000006268 ENSPPYG00000006965 ENSMMUG00000018598
ENSG00000105173 ENSPTRG00000010782 ENSGGOG00000008452 ENSPPYG00000009808 ENSMMUG00000020668
ENSG00000111707 ENSPTRG00000005515 ENSGGOG00000024799 ENSPPYG00000005013 ENSMMUG00000020629
ENSG00000103343 ENSPTRG00000007698 ENSGGOG00000016442 ENSPPYG00000007045 ENSMMUG00000007568
ENSG00000187730 ENSPTRG00000023374 ENSGGOG00000013018 ENSPPYG00000001987 ENSMMUG00000019086
ENSG00000165219 ENSPTRG00000021371 ENSGGOG00000001564 ENSPPYG00000019610 ENSMMUG00000003668
ENSG00000177888 ENSPTRG00000001808 ENSGGOG00000004843 ENSPPYG00000000388 ENSMMUG00000000247
ENSG00000139269 ENSPTRG00000005132 ENSGGOG00000002772 ENSPPYG00000004688 ENSMMUG00000001124
ENSG00000038219 ENSPTRG00000015922 ENSGGOG00000027616 ENSPPYG00000014612 ENSMMUG00000022027
ENSG00000135631 ENSPTRG00000012057 ENSGGOG00000005265 ENSPPYG00000012301 ENSMMUG00000002301
ENSG00000081248 ENSPTRG00000001827 ENSGGOG00000001201 ENSPPYG00000000369 ENSMMUG00000017414
ENSG00000153395 ENSPTRG00000016701 ENSGGOG00000015639 ENSPPYG00000015319 ENSMMUG00000005199
ENSG00000177398 ENSPTRG00000013936 ENSGGOG00000008453 ENSPPYG00000011445 ENSMMUG00000018057
ENSG00000184967 ENSPTRG00000005648 ENSGGOG00000010266 ENSPPYG00000005136 ENSMMUG00000006735
ENSG00000169679 ENSPTRG00000012348 ENSGGOG00000024276 ENSPPYG00000012153 ENSMMUG00000017653
ENSG00000138316 ENSPTRG00000002596 ENSGGOG00000012358 ENSPPYG00000002367 ENSMMUG00000012330
ENSG00000188306 ENSPTRG00000015607 ENSGGOG00000015396 ENSPPYG00000014282 ENSMMUG00000021884
ENSG00000132635 ENSPTRG00000013185 ENSGGOG00000016118 ENSPPYG00000010833 ENSMMUG00000005200
ENSG00000136122 ENSPTRG00000005925 ENSGGOG00000004468 ENSPPYG00000005411 ENSMMUG00000000784
ENSG00000146587 ENSPTRG00000018880 ENSGGOG00000008465 ENSPPYG00000017329 ENSMMUG00000006521
ENSG00000169682 ENSPTRG00000007946 ENSGGOG00000001963 ENSPPYG00000007221 ENSMMUG00000006922
ENSG00000113318 ENSPTRG00000017043 ENSGGOG00000008712 ENSPPYG00000015601 ENSMMUG00000018284
ENSG00000183624 ENSPTRG00000015372 ENSGGOG00000016921 ENSPPYG00000013421 ENSMMUG00000013167
ENSG00000119321 ENSPTRG00000021271 ENSGGOG00000013548 ENSPPYG00000019513 ENSMMUG00000000173
ENSG00000179840 ENSPTRG00000000119 ENSGGOG00000022798 ENSPPYG00000001910 ENSMMUG00000022494
ENSG00000173226 ENSPTRG00000015281 ENSGGOG00000028124 ENSPPYG00000013494 ENSMMUG00000001045
ENSG00000167767 ENSPTRG00000004968 ENSGGOG00000006594 ENSPPYG00000004539 ENSMMUG00000010002
ENSG00000132323 ENSPTRG00000013088 ENSGGOG00000000098 ENSPPYG00000013320 ENSMMUG00000018908
ENSG00000129749 ENSPTRG00000003199 ENSGGOG00000009471 ENSPPYG00000003632 ENSMMUG00000003949
ENSG00000184357 ENSPTRG00000017858 ENSGGOG00000001435 ENSPPYG00000016354 ENSMMUG00000001442
ENSG00000132950 ENSPTRG00000005679 ENSGGOG00000022435 ENSPPYG00000005187 ENSMMUG00000001920
ENSG00000149547 ENSPTRG00000004444 ENSGGOG00000013776 ENSPPYG00000004033 ENSMMUG00000010009
ENSG00000153487 ENSPTRG00000006036 ENSGGOG00000013010 ENSPPYG00000005505 ENSMMUG00000022818
ENSG00000136527 ENSPTRG00000015707 ENSGGOG00000009844 ENSPPYG00000014374 ENSMMUG00000001185
ENSG00000164176 ENSPTRG00000017057 ENSGGOG00000025465 ENSPPYG00000015615 ENSMMUG00000007661
ENSG00000120094 ENSPTRG00000009351 ENSGGOG00000009904 ENSPPYG00000008894 ENSMMUG00000022212
ENSG00000163479 ENSPTRG00000001442 ENSGGOG00000024769 ENSPPYG00000000733 ENSMMUG00000013495
ENSG00000148400 ENSPTRG00000021561 ENSGGOG00000009937 ENSPPYG00000019777 ENSMMUG00000017022
ENSG00000062038 ENSPTRG00000008269 ENSGGOG00000000145 ENSPPYG00000007493 ENSMMUG00000010393
ENSG00000106018 ENSPTRG00000019929 ENSGGOG00000007385 ENSPPYG00000018236 ENSMMUG00000009611
ENSG00000130396 ENSPTRG00000018810 ENSGGOG00000007655 ENSPPYG00000017176 ENSMMUG00000021044
ENSG00000047249 ENSPTRG00000020249 ENSGGOG00000000515 ENSPPYG00000018587 ENSMMUG00000004064
ENSG00000182223 ENSPTRG00000016044 ENSGGOG00000007649 ENSPPYG00000014719 ENSMMUG00000006704
ENSG00000127399 ENSPTRG00000019852 ENSGGOG00000011161 ENSPPYG00000018165 ENSMMUG00000005233
ENSG00000090487 ENSPTRG00000007170 ENSGGOG00000004763 ENSPPYG00000006557 ENSMMUG00000010949
ENSG00000144119 ENSPTRG00000012398 ENSGGOG00000012460 ENSPPYG00000012791 ENSMMUG00000016545
ENSG00000151365 ENSPTRG00000004110 ENSGGOG00000003652 ENSPPYG00000003717 ENSMMUG00000017470
ENSG00000103152 ENSPTRG00000007528 ENSGGOG00000010489 ENSPPYG00000006896 ENSMMUG00000000589
ENSG00000152503 ENSPTRG00000017145 ENSGGOG00000016765 ENSPPYG00000015693 ENSMMUG00000011130
ENSG00000177272 ENSPTRG00000001084 ENSGGOG00000000667 ENSPPYG00000001045 ENSMMUG00000018684
ENSG00000172016 ENSPTRG00000012116 ENSGGOG00000011544 ENSPPYG00000012248 ENSMMUG00000019240
ENSG00000128463 ENSPTRG00000006878 ENSGGOG00000010931 ENSPPYG00000006310 ENSMMUG00000012335
ENSG00000148459 ENSPTRG00000002374 ENSGGOG00000022573 ENSPPYG00000002163 ENSMMUG00000005076
ENSG00000185015 ENSPTRG00000020386 ENSGGOG00000006188 ENSPPYG00000018714 ENSMMUG00000011143
ENSG00000168229 ENSPTRG00000006346 ENSGGOG00000010473 ENSPPYG00000005816 ENSMMUG00000000024
ENSG00000138231 ENSPTRG00000015441 ENSGGOG00000004564 ENSPPYG00000014139 ENSMMUG00000021284
ENSG00000187008 ENSPTRG00000008331 ENSGGOG00000007972 ENSPPYG00000007521 ENSMMUG00000016717
ENSG00000139146 ENSPTRG00000004809 ENSGGOG00000015484 ENSPPYG00000004396 ENSMMUG00000009155
ENSG00000163320 ENSPTRG00000033805 ENSGGOG00000015651 ENSPPYG00000013642 ENSMMUG00000005239
ENSG00000065150 ENSPTRG00000005984 ENSGGOG00000008742 ENSPPYG00000005458 ENSMMUG00000013531
ENSG00000104872 ENSPTRG00000011295 ENSGGOG00000016642 ENSPPYG00000010248 ENSMMUG00000022116
ENSG00000145861 ENSPTRG00000017489 ENSGGOG00000005719 ENSPPYG00000016006 ENSMMUG00000015219
ENSG00000164049 ENSPTRG00000014883 ENSGGOG00000022457 ENSPPYG00000013907 ENSMMUG00000003079
ENSG00000071462 ENSPTRG00000019276 ENSGGOG00000001453 ENSPPYG00000017498 ENSMMUG00000011367
ENSG00000163788 ENSPTRG00000014809 ENSGGOG00000014127 ENSPPYG00000013966 ENSMMUG00000001028
ENSG00000137203 ENSPTRG00000017714 ENSGGOG00000007542 ENSPPYG00000016218 ENSMMUG00000006186
ENSG00000171147 ENSPTRG00000019787 ENSGGOG00000008370 ENSPPYG00000018076 ENSMMUG00000005931
ENSG00000173744 ENSPTRG00000012995 ENSGGOG00000002364 ENSPPYG00000013240 ENSMMUG00000013247
ENSG00000068120 ENSPTRG00000009207 ENSGGOG00000010858 ENSPPYG00000008388 ENSMMUG00000009886
ENSG00000184220 ENSPTRG00000015157 ENSGGOG00000014125 ENSPPYG00000013606 ENSMMUG00000002939
ENSG00000167984 ENSPTRG00000007703 ENSGGOG00000016587 ENSPPYG00000007048 ENSMMUG00000007571
ENSG00000109424 ENSPTRG00000016463 ENSGGOG00000023085 ENSPPYG00000015081 ENSMMUG00000015244
ENSG00000166855 ENSPTRG00000007176 ENSGGOG00000000326 ENSPPYG00000006563 ENSMMUG00000006714
ENSG00000178607 ENSPTRG00000009535 ENSGGOG00000006532 ENSPPYG00000008539 ENSMMUG00000015185
ENSG00000169777 ENSPTRG00000016723 ENSGGOG00000013791 ENSPPYG00000015340 ENSMMUG00000016263
ENSG00000188321 ENSPTRG00000010444 ENSGGOG00000012935 ENSPPYG00000009525 ENSMMUG00000018884
ENSG00000184560 ENSPTRG00000008686 ENSGGOG00000011816 ENSPPYG00000007918 ENSMMUG00000015623
ENSG00000197872 ENSPTRG00000011673 ENSGGOG00000001230 ENSPPYG00000012634 ENSMMUG00000020385
ENSG00000140829 ENSPTRG00000008338 ENSGGOG00000013052 ENSPPYG00000007515 ENSMMUG00000000677
ENSG00000174500 ENSPTRG00000015214 ENSGGOG00000013990 ENSPPYG00000013552 ENSMMUG00000016073
ENSG00000068078 ENSPTRG00000015836 ENSGGOG00000015081 ENSPPYG00000014532 ENSMMUG00000019945
ENSG00000102243 ENSPTRG00000022317 ENSGGOG00000006552 ENSPPYG00000020766 ENSMMUG00000006451
ENSG00000171848 ENSPTRG00000011647 ENSGGOG00000014286 ENSPPYG00000012656 ENSMMUG00000002057
ENSG00000168591 ENSPTRG00000009266 ENSGGOG00000010956 ENSPPYG00000008338 ENSMMUG00000019920
ENSG00000131149 ENSPTRG00000008429 ENSGGOG00000009055 ENSPPYG00000007615 ENSMMUG00000020592
ENSG00000221838 ENSPTRG00000019473 ENSGGOG00000002739 ENSPPYG00000017399 ENSMMUG00000013447
ENSG00000153132 ENSPTRG00000016461 ENSGGOG00000006153 ENSPPYG00000015078 ENSMMUG00000022355
ENSG00000100652 ENSPTRG00000006489 ENSGGOG00000016470 ENSPPYG00000005946 ENSMMUG00000022409
ENSG00000076944 ENSPTRG00000010397 ENSGGOG00000002454 ENSPPYG00000009480 ENSMMUG00000022041
ENSG00000123545 ENSPTRG00000018435 ENSGGOG00000012070 ENSPPYG00000016857 ENSMMUG00000018843
ENSG00000169964 ENSPTRG00000014826 ENSGGOG00000013476 ENSPPYG00000013952 ENSMMUG00000003650
ENSG00000053770 ENSPTRG00000006384 ENSGGOG00000005710 ENSPPYG00000005849 ENSMMUG00000018279
ENSG00000140279 ENSPTRG00000007026 ENSGGOG00000011693 ENSPPYG00000006438 ENSMMUG00000008746
ENSG00000146166 ENSPTRG00000018312 ENSGGOG00000003942 ENSPPYG00000016742 ENSMMUG00000005648
ENSG00000134697 ENSPTRG00000000549 ENSGGOG00000007704 ENSPPYG00000001529 ENSMMUG00000008419
ENSG00000129467 ENSPTRG00000006216 ENSGGOG00000004700 ENSPPYG00000005702 ENSMMUG00000020698
ENSG00000103194 ENSPTRG00000008421 ENSGGOG00000012792 ENSPPYG00000007609 ENSMMUG00000011244
ENSG00000164466 ENSPTRG00000017550 ENSGGOG00000008195 ENSPPYG00000016063 ENSMMUG00000005148
ENSG00000073711 ENSPTRG00000015429 ENSGGOG00000000558 ENSPPYG00000014127 ENSMMUG00000000932
ENSG00000102032 ENSPTRG00000022420 ENSGGOG00000009791 ENSPPYG00000020862 ENSMMUG00000000320
ENSG00000184394 ENSPTRG00000006083 ENSGGOG00000014359 ENSPPYG00000005557 ENSMMUG00000001862
ENSG00000152377 ENSPTRG00000017270 ENSGGOG00000000808 ENSPPYG00000015812 ENSMMUG00000001344
ENSG00000171984 ENSPTRG00000013229 ENSGGOG00000027511 ENSPPYG00000010688 ENSMMUG00000022345
ENSG00000138107 ENSPTRG00000002894 ENSGGOG00000011237 ENSPPYG00000002605 ENSMMUG00000011949
ENSG00000186635 ENSPTRG00000034443 ENSGGOG00000007805 ENSPPYG00000003653 ENSMMUG00000015054
ENSG00000026751 ENSPTRG00000001558 ENSGGOG00000026166 ENSPPYG00000000626 ENSMMUG00000017327
ENSG00000133131 ENSPTRG00000022157 ENSGGOG00000011910 ENSPPYG00000020608 ENSMMUG00000013150
ENSG00000204424 ENSPTRG00000017978 ENSGGOG00000009984 ENSPPYG00000016451 ENSMMUG00000015687
ENSG00000148356 ENSPTRG00000021390 ENSGGOG00000000649 ENSPPYG00000019623 ENSMMUG00000009956
ENSG00000102271 ENSPTRG00000022075 ENSGGOG00000002307 ENSPPYG00000020523 ENSMMUG00000019383
ENSG00000213445 ENSPTRG00000034510 ENSGGOG00000011796 ENSPPYG00000003050 ENSMMUG00000007416
ENSG00000142025 ENSPTRG00000011036 ENSGGOG00000015274 ENSPPYG00000010028 ENSMMUG00000013426
ENSG00000100767 ENSPTRG00000006512 ENSGGOG00000002134 ENSPPYG00000005968 ENSMMUG00000020195
ENSG00000161328 ENSPTRG00000003120 ENSGGOG00000015445 ENSPPYG00000002869 ENSMMUG00000021661
ENSG00000146416 ENSPTRG00000018666 ENSGGOG00000003361 ENSPPYG00000017058 ENSMMUG00000006430
ENSG00000186010 ENSPTRG00000010742 ENSGGOG00000005985 ENSPPYG00000009772 ENSMMUG00000011351
ENSG00000068971 ENSPTRG00000003853 ENSGGOG00000000359 ENSPPYG00000003090 ENSMMUG00000003975
ENSG00000197779 ENSPTRG00000023331 ENSGGOG00000010830 ENSPPYG00000020302 ENSMMUG00000014066
ENSG00000070388 ENSPTRG00000010159 ENSGGOG00000015903 ENSPPYG00000009283 ENSMMUG00000008668
ENSG00000111859 ENSPTRG00000017727 ENSGGOG00000016280 ENSPPYG00000016232 ENSMMUG00000016135
ENSG00000100722 ENSPTRG00000006608 ENSGGOG00000010278 ENSPPYG00000006053 ENSMMUG00000004603
ENSG00000143158 ENSPTRG00000001640 ENSGGOG00000027565 ENSPPYG00000000546 ENSMMUG00000010387
ENSG00000172379 ENSPTRG00000007363 ENSGGOG00000012245 ENSPPYG00000006714 ENSMMUG00000011566
ENSG00000184557 ENSPTRG00000009709 ENSGGOG00000016304 ENSPPYG00000008690 ENSMMUG00000017522
ENSG00000110768 ENSPTRG00000003420 ENSGGOG00000008405 ENSPPYG00000003438 ENSMMUG00000017959
ENSG00000040341 ENSPTRG00000020347 ENSGGOG00000026508 ENSPPYG00000018674 ENSMMUG00000021588
ENSG00000117614 ENSPTRG00000000352 ENSGGOG00000012796 ENSPPYG00000001713 ENSMMUG00000002968
ENSG00000167716 ENSPTRG00000008535 ENSGGOG00000016634 ENSPPYG00000007780 ENSMMUG00000002380
ENSG00000121671 ENSPTRG00000003537 ENSGGOG00000002293 ENSPPYG00000003329 ENSMMUG00000002453
ENSG00000103342 ENSPTRG00000007779 ENSGGOG00000004071 ENSPPYG00000007114 ENSMMUG00000023178
ENSG00000072364 ENSPTRG00000017228 ENSGGOG00000011786 ENSPPYG00000015775 ENSMMUG00000015640
ENSG00000116984 ENSPTRG00000002145 ENSGGOG00000016123 ENSPPYG00000000083 ENSMMUG00000010073
ENSG00000100302 ENSPTRG00000014300 ENSGGOG00000000861 ENSPPYG00000011764 ENSMMUG00000023429
ENSG00000112782 ENSPTRG00000018230 ENSGGOG00000013209 ENSPPYG00000016665 ENSMMUG00000003511
ENSG00000165912 ENSPTRG00000003557 ENSGGOG00000008566 ENSPPYG00000003312 ENSMMUG00000006359
ENSG00000189325 ENSPTRG00000018101 ENSGGOG00000007022 ENSPPYG00000016543 ENSMMUG00000000686
ENSG00000047634 ENSPTRG00000021706 ENSGGOG00000003874 ENSPPYG00000020162 ENSMMUG00000012899
ENSG00000147649 ENSPTRG00000020447 ENSGGOG00000000539 ENSPPYG00000018770 ENSMMUG00000014210
ENSG00000006025 ENSPTRG00000009336 ENSGGOG00000015344 ENSPPYG00000008880 ENSMMUG00000019039
ENSG00000143502 ENSPTRG00000002014 ENSGGOG00000003026 ENSPPYG00000000190 ENSMMUG00000012695
ENSG00000163132 ENSPTRG00000015871 ENSGGOG00000009110 ENSPPYG00000014597 ENSMMUG00000002770
ENSG00000166912 ENSPTRG00000006858 ENSGGOG00000001943 ENSPPYG00000006289 ENSMMUG00000009428
ENSG00000172724 ENSPTRG00000020890 ENSGGOG00000002939 ENSPPYG00000019113 ENSMMUG00000016531
ENSG00000038945 ENSPTRG00000020013 ENSGGOG00000025554 ENSPPYG00000018381 ENSMMUG00000002296
ENSG00000104321 ENSPTRG00000020340 ENSGGOG00000002368 ENSPPYG00000018666 ENSMMUG00000010748
ENSG00000185219 ENSPTRG00000014817 ENSGGOG00000008677 ENSPPYG00000013962 ENSMMUG00000022227
ENSG00000160446 ENSPTRG00000021438 ENSGGOG00000011375 ENSPPYG00000019660 ENSMMUG00000010146
ENSG00000119523 ENSPTRG00000021183 ENSGGOG00000004200 ENSPPYG00000019440 ENSMMUG00000010662
ENSG00000105325 ENSPTRG00000010264 ENSGGOG00000002200 ENSPPYG00000009374 ENSMMUG00000019870
ENSG00000205309 ENSPTRG00000030856 ENSGGOG00000016145 ENSPPYG00000008030 ENSMMUG00000030292
ENSG00000197241 ENSPTRG00000023465 ENSGGOG00000012945 ENSPPYG00000001918 ENSMMUG00000019020
ENSG00000160767 ENSPTRG00000001417 ENSGGOG00000009422 ENSPPYG00000000750 ENSMMUG00000018309
ENSG00000140455 ENSPTRG00000007149 ENSGGOG00000015288 ENSPPYG00000006541 ENSMMUG00000012114
ENSG00000114982 ENSPTRG00000012235 ENSGGOG00000000402 ENSPPYG00000012074 ENSMMUG00000011477
ENSG00000178498 ENSPTRG00000005141 ENSGGOG00000003156 ENSPPYG00000004697 ENSMMUG00000001180
ENSG00000185909 ENSPTRG00000014914 ENSGGOG00000006719 ENSPPYG00000013878 ENSMMUG00000002833
ENSG00000039139 ENSPTRG00000016734 ENSGGOG00000007206 ENSPPYG00000015349 ENSMMUG00000011026
ENSG00000064115 ENSPTRG00000004784 ENSGGOG00000016299 ENSPPYG00000004376 ENSMMUG00000003217
ENSG00000137936 ENSPTRG00000000971 ENSGGOG00000001635 ENSPPYG00000001145 ENSMMUG00000015924
ENSG00000146151 ENSPTRG00000018299 ENSGGOG00000009484 ENSPPYG00000016732 ENSMMUG00000001399
ENSG00000173486 ENSPTRG00000003826 ENSGGOG00000012201 ENSPPYG00000003112 ENSMMUG00000012945
ENSG00000124496 ENSPTRG00000018170 ENSGGOG00000012813 ENSPPYG00000016614 ENSMMUG00000005575
ENSG00000034152 ENSPTRG00000008895 ENSGGOG00000000670 ENSPPYG00000008073 ENSMMUG00000010904
ENSG00000187323 ENSPTRG00000010031 ENSGGOG00000007343 ENSPPYG00000009166 ENSMMUG00000013999
ENSG00000198799 ENSPTRG00000001120 ENSGGOG00000022639 ENSPPYG00000001013 ENSMMUG00000019098
ENSG00000115649 ENSPTRG00000012941 ENSGGOG00000010837 ENSPPYG00000013195 ENSMMUG00000000791
ENSG00000196220 ENSPTRG00000023245 ENSGGOG00000011175 ENSPPYG00000013687 ENSMMUG00000020014
ENSG00000197128 ENSPTRG00000023014 ENSGGOG00000005298 ENSPPYG00000010469 ENSMMUG00000014285
ENSG00000116199 ENSPTRG00000001725 ENSGGOG00000002484 ENSPPYG00000000466 ENSMMUG00000006260
ENSG00000072954 ENSPTRG00000010651 ENSGGOG00000008175 ENSPPYG00000009695 ENSMMUG00000002845
ENSG00000141741 ENSPTRG00000009101 ENSGGOG00000023482 ENSPPYG00000008478 ENSMMUG00000001351
ENSG00000166130 ENSPTRG00000005334 ENSGGOG00000008397 ENSPPYG00000004859 ENSMMUG00000022402
ENSG00000100225 ENSPTRG00000014290 ENSGGOG00000017158 ENSPPYG00000011755 ENSMMUG00000006728
ENSG00000143119 ENSPTRG00000001085 ENSGGOG00000005468 ENSPPYG00000001043 ENSMMUG00000000811
ENSG00000008382 ENSPTRG00000010307 ENSGGOG00000008189 ENSPPYG00000009404 ENSMMUG00000028926
ENSG00000068985 ENSPTRG00000021895 ENSGGOG00000007917 ENSPPYG00000020345 ENSMMUG00000017015
ENSG00000164530 ENSPTRG00000018114 ENSGGOG00000003906 ENSPPYG00000016556 ENSMMUG00000021977
ENSG00000183977 ENSPTRG00000014683 ENSGGOG00000012034 ENSPPYG00000014073 ENSMMUG00000006993
ENSG00000115556 ENSPTRG00000012922 ENSGGOG00000011858 ENSPPYG00000013177 ENSMMUG00000009626
ENSG00000122136 ENSPTRG00000021511 ENSGGOG00000006201 ENSPPYG00000019759 ENSMMUG00000012285
ENSG00000157514 ENSPTRG00000022164 ENSGGOG00000005193 ENSPPYG00000020613 ENSMMUG00000008207
ENSG00000197119 ENSPTRG00000006718 ENSGGOG00000004705 ENSPPYG00000006140 ENSMMUG00000009738
ENSG00000110777 ENSPTRG00000004264 ENSGGOG00000010611 ENSPPYG00000003859 ENSMMUG00000003244
ENSG00000102128 ENSPTRG00000022119 ENSGGOG00000026664 ENSPPYG00000020572 ENSMMUG00000011623
ENSG00000133398 ENSPTRG00000016713 ENSGGOG00000003086 ENSPPYG00000015330 ENSMMUG00000013521
ENSG00000161652 ENSPTRG00000011332 ENSGGOG00000014554 ENSPPYG00000010277 ENSMMUG00000017065
ENSG00000138162 ENSPTRG00000003008 ENSGGOG00000004946 ENSPPYG00000002713 ENSMMUG00000013033
ENSG00000103168 ENSPTRG00000008411 ENSGGOG00000000942 ENSPPYG00000007600 ENSMMUG00000008569
ENSG00000160999 ENSPTRG00000019534 ENSGGOG00000016975 ENSPPYG00000017453 ENSMMUG00000010329
ENSG00000152256 ENSPTRG00000012642 ENSGGOG00000004123 ENSPPYG00000012937 ENSMMUG00000022553
ENSG00000151687 ENSPTRG00000012733 ENSGGOG00000016191 ENSPPYG00000013015 ENSMMUG00000014314
ENSG00000092096 ENSPTRG00000006169 ENSGGOG00000017113 ENSPPYG00000005665 ENSMMUG00000014748
ENSG00000148498 ENSPTRG00000002415 ENSGGOG00000005482 ENSPPYG00000002197 ENSMMUG00000019156
ENSG00000163950 ENSPTRG00000015832 ENSGGOG00000003167 ENSPPYG00000014529 ENSMMUG00000032303
ENSG00000090971 ENSPTRG00000011512 ENSGGOG00000003631 ENSPPYG00000010548 ENSMMUG00000010439
ENSG00000091651 ENSPTRG00000008080 ENSGGOG00000011804 ENSPPYG00000007731 ENSMMUG00000011942
ENSG00000154040 ENSPTRG00000009925 ENSGGOG00000006062 ENSPPYG00000009069 ENSMMUG00000004346
ENSG00000099204 ENSPTRG00000002961 ENSGGOG00000000440 ENSPPYG00000002674 ENSMMUG00000022524
ENSG00000136842 ENSPTRG00000021165 ENSGGOG00000001369 ENSPPYG00000019424 ENSMMUG00000012278
ENSG00000101290 ENSPTRG00000013223 ENSGGOG00000012340 ENSPPYG00000010794 ENSMMUG00000013261
ENSG00000122367 ENSPTRG00000002705 ENSGGOG00000013070 ENSPPYG00000002271 ENSMMUG00000003608
ENSG00000158169 ENSPTRG00000021140 ENSGGOG00000005983 ENSPPYG00000019408 ENSMMUG00000008299
ENSG00000105711 ENSPTRG00000010825 ENSGGOG00000005063 ENSPPYG00000009846 ENSMMUG00000004843
ENSG00000166762 ENSPTRG00000006999 ENSGGOG00000006175 ENSPPYG00000006418 ENSMMUG00000003097
ENSG00000067842 ENSPTRG00000022399 ENSGGOG00000007217 ENSPPYG00000020845 ENSMMUG00000011478
ENSG00000164307 ENSPTRG00000017095 ENSGGOG00000009305 ENSPPYG00000015650 ENSMMUG00000002063
ENSG00000106299 ENSPTRG00000019640 ENSGGOG00000024699 ENSPPYG00000017959 ENSMMUG00000011544
ENSG00000051341 ENSPTRG00000015276 ENSGGOG00000011565 ENSPPYG00000013498 ENSMMUG00000007973
ENSG00000063180 ENSPTRG00000011248 ENSGGOG00000001446 ENSPPYG00000010208 ENSMMUG00000022161
ENSG00000107518 ENSPTRG00000002965 ENSGGOG00000022249 ENSPPYG00000002677 ENSMMUG00000001905
ENSG00000213741 ENSPTRG00000006312 ENSGGOG00000007077 ENSPPYG00000005785 ENSMMUG00000029367
ENSG00000161180 ENSPTRG00000014116 ENSGGOG00000022324 ENSPPYG00000011604 ENSMMUG00000018799
ENSG00000188659 ENSPTRG00000007375 ENSGGOG00000026137 ENSPPYG00000006725 ENSMMUG00000018998
ENSG00000003096 ENSPTRG00000022210 ENSGGOG00000025384 ENSPPYG00000020658 ENSMMUG00000002293
ENSG00000154118 ENSPTRG00000008447 ENSGGOG00000003481 ENSPPYG00000007630 ENSMMUG00000022865
ENSG00000126243 ENSPTRG00000010877 ENSGGOG00000024235 ENSPPYG00000009890 ENSMMUG00000007793
ENSG00000121940 ENSPTRG00000001038 ENSGGOG00000005187 ENSPPYG00000001086 ENSMMUG00000000390
ENSG00000178602 ENSPTRG00000013103 ENSGGOG00000005393 ENSPPYG00000013335 ENSMMUG00000011337
ENSG00000026950 ENSPTRG00000017830 ENSGGOG00000007271 ENSPPYG00000016329 ENSMMUG00000004731
ENSG00000196704 ENSPTRG00000009574 ENSGGOG00000010650 ENSPPYG00000008572 ENSMMUG00000009692
