Human Chimpanzee Gorilla Orangutan Macaque Mouse Opossum Platypus Chicken
ENSG00000135750 ENSPTRG00000002120 ENSGGOG00000010963 ENSPPYG00000000105 ENSMMUG00000022429 ENSMUSG00000033998 ENSMODG00000008541 ENSOANG00000012916 ENSGALG00000011005
ENSG00000072954 ENSPTRG00000010651 ENSGGOG00000008175 ENSPPYG00000009695 ENSMMUG00000002845 ENSMUSG00000031791 ENSMODG00000014946 ENSOANG00000007866 ENSGALG00000003778
ENSG00000198846 ENSPTRG00000020281 ENSGGOG00000012139 ENSPPYG00000018614 ENSMMUG00000010971 ENSMUSG00000041272 ENSMODG00000008712 ENSOANG00000005038 ENSGALG00000015448
ENSG00000084693 ENSPTRG00000011744 ENSGGOG00000016929 ENSPPYG00000012566 ENSMMUG00000016044 ENSMUSG00000029165 ENSMODG00000015738 ENSOANG00000000511 ENSGALG00000016520
ENSG00000156675 ENSPTRG00000020164 ENSGGOG00000007027 ENSPPYG00000018515 ENSMMUG00000003213 ENSMUSG00000031488 ENSMODG00000010813 ENSOANG00000003030 ENSGALG00000003129
ENSG00000136051 ENSPTRG00000005383 ENSGGOG00000023259 ENSPPYG00000004899 ENSMMUG00000009519 ENSMUSG00000034560 ENSMODG00000002024 ENSOANG00000005543 ENSGALG00000012674
ENSG00000124177 ENSPTRG00000013504 ENSGGOG00000013123 ENSPPYG00000011016 ENSMMUG00000020458 ENSMUSG00000057133 ENSMODG00000000720 ENSOANG00000014347 ENSGALG00000021511
ENSG00000086666 ENSPTRG00000007361 ENSGGOG00000015621 ENSPPYG00000006712 ENSMMUG00000009361 ENSMUSG00000030629 ENSMODG00000019428 ENSOANG00000002944 ENSGALG00000006505
ENSG00000111785 ENSPTRG00000005392 ENSGGOG00000014949 ENSPPYG00000004907 ENSMMUG00000009236 ENSMUSG00000035620 ENSMODG00000001629 ENSOANG00000005533 ENSGALG00000012642
ENSG00000117906 ENSPTRG00000007319 ENSGGOG00000026283 ENSPPYG00000006678 ENSMMUG00000008213 ENSMUSG00000032320 ENSMODG00000012080 ENSOANG00000002100 ENSGALG00000002844
ENSG00000151612 ENSPTRG00000016487 ENSGGOG00000004696 ENSPPYG00000015104 ENSMMUG00000005380 ENSMUSG00000071064 ENSMODG00000000520 ENSOANG00000006534 ENSGALG00000009982
ENSG00000064012 ENSPTRG00000012801 ENSGGOG00000000209 ENSPPYG00000013071 ENSMMUG00000031296 ENSMUSG00000026029 ENSMODG00000015183 ENSOANG00000004013 ENSGALG00000008355
ENSG00000165490 ENSPTRG00000004124 ENSGGOG00000012185 ENSPPYG00000003732 ENSMMUG00000007841 ENSMUSG00000030641 ENSMODG00000004513 ENSOANG00000021995 ENSGALG00000000071
ENSG00000062725 ENSPTRG00000009486 ENSGGOG00000008922 ENSPPYG00000008516 ENSMMUG00000016566 ENSMUSG00000018481 ENSMODG00000014137 ENSOANG00000011522 ENSGALG00000005314
ENSG00000169851 ENSPTRG00000015972 ENSGGOG00000004233 ENSPPYG00000014657 ENSMMUG00000011898 ENSMUSG00000029108 ENSMODG00000000034 ENSOANG00000010308 ENSGALG00000014349
ENSG00000159322 ENSPTRG00000007256 ENSGGOG00000003911 ENSPPYG00000006621 ENSMMUG00000011309 ENSMUSG00000025236 ENSMODG00000009941 ENSOANG00000013818 ENSGALG00000001788
ENSG00000110871 ENSPTRG00000005539 ENSGGOG00000008795 ENSPPYG00000005034 ENSMMUG00000020601 ENSMUSG00000041733 ENSMODG00000003124 ENSOANG00000001789 ENSGALG00000007185
ENSG00000167767 ENSPTRG00000004968 ENSGGOG00000006594 ENSPPYG00000004539 ENSMMUG00000010002 ENSMUSG00000037185 ENSMODG00000022791 ENSOANG00000022201 ENSGALG00000010252
ENSG00000144681 ENSPTRG00000014737 ENSGGOG00000013526 ENSPPYG00000014026 ENSMMUG00000009614 ENSMUSG00000032502 ENSMODG00000002231 ENSOANG00000015309 ENSGALG00000012051
ENSG00000112367 ENSPTRG00000018492 ENSGGOG00000015662 ENSPPYG00000016916 ENSMMUG00000020538 ENSMUSG00000038417 ENSMODG00000017951 ENSOANG00000000932 ENSGALG00000015070
ENSG00000188582 ENSPTRG00000015488 ENSGGOG00000006271 ENSPPYG00000014177 ENSMMUG00000003927 ENSMUSG00000064225 ENSMODG00000021241 ENSOANG00000003643 ENSGALG00000021180
ENSG00000100079 ENSPTRG00000014338 ENSGGOG00000003754 ENSPPYG00000011796 ENSMMUG00000002866 ENSMUSG00000043501 ENSMODG00000000538 ENSOANG00000009773 ENSGALG00000003213
ENSG00000182010 ENSPTRG00000002536 ENSGGOG00000016938 ENSPPYG00000002416 ENSMMUG00000016829 ENSMUSG00000037846 ENSMODG00000017104 ENSOANG00000015262 ENSGALG00000002980
ENSG00000147548 ENSPTRG00000020173 ENSGGOG00000011894 ENSPPYG00000018524 ENSMMUG00000001091 ENSMUSG00000054823 ENSMODG00000010691 ENSOANG00000003253 ENSGALG00000003299
ENSG00000164080 ENSPTRG00000014974 ENSGGOG00000010032 ENSPPYG00000013831 ENSMMUG00000012002 ENSMUSG00000040661 ENSMODG00000011850 ENSOANG00000012793 ENSGALG00000003243
ENSG00000116147 ENSPTRG00000001709 ENSGGOG00000016345 ENSPPYG00000000482 ENSMMUG00000015723 ENSMUSG00000015829 ENSMODG00000005481 ENSOANG00000000936 ENSGALG00000004526
ENSG00000181396 ENSPTRG00000009802 ENSGGOG00000001580 ENSPPYG00000008778 ENSMMUG00000019220 ENSMUSG00000025169 ENSMODG00000007092 ENSOANG00000000392 ENSGALG00000001618
ENSG00000166123 ENSPTRG00000008084 ENSGGOG00000016287 ENSPPYG00000007320 ENSMMUG00000003288 ENSMUSG00000031700 ENSMODG00000012837 ENSOANG00000020277 ENSGALG00000004158
ENSG00000033100 ENSPTRG00000019881 ENSGGOG00000001088 ENSPPYG00000018190 ENSMMUG00000006682 ENSMUSG00000038181 ENSMODG00000004429 ENSOANG00000006179 ENSGALG00000013359
ENSG00000114383 ENSPTRG00000014958 ENSGGOG00000007104 ENSPPYG00000013845 ENSMMUG00000006995 ENSMUSG00000010054 ENSMODG00000012130 ENSOANG00000005481 ENSGALG00000021335
ENSG00000180287 ENSPTRG00000002169 ENSGGOG00000011168 ENSPPYG00000000064 ENSMMUG00000004265 ENSMUSG00000055214 ENSMODG00000006817 ENSOANG00000010267 ENSGALG00000010737
ENSG00000117151 ENSPTRG00000000904 ENSGGOG00000015738 ENSPPYG00000001203 ENSMMUG00000010127 ENSMUSG00000028189 ENSMODG00000000421 ENSOANG00000012099 ENSGALG00000008780
ENSG00000173141 ENSPTRG00000005694 ENSGGOG00000014501 ENSPPYG00000005200 ENSMMUG00000016562 ENSMUSG00000021967 ENSMODG00000024156 ENSOANG00000009036 ENSGALG00000017127
ENSG00000109534 ENSPTRG00000016364 ENSGGOG00000008681 ENSPPYG00000014996 ENSMMUG00000021225 ENSMUSG00000028010 ENSMODG00000005897 ENSOANG00000003665 ENSGALG00000020164
ENSG00000172061 ENSPTRG00000015755 ENSGGOG00000007329 ENSPPYG00000014421 ENSMMUG00000007866 ENSMUSG00000052316 ENSMODG00000022647 ENSOANG00000015684 ENSGALG00000007104
ENSG00000153933 ENSPTRG00000009431 ENSGGOG00000011783 ENSPPYG00000008250 ENSMMUG00000005789 ENSMUSG00000000276 ENSMODG00000014818 ENSOANG00000010294 ENSGALG00000003131
ENSG00000125845 ENSPTRG00000013238 ENSGGOG00000022622 ENSPPYG00000010697 ENSMMUG00000019849 ENSMUSG00000027358 ENSMODG00000003928 ENSOANG00000008412 ENSGALG00000008830
ENSG00000166509 ENSPTRG00000008375 ENSGGOG00000009506 ENSPPYG00000007575 ENSMMUG00000023309 ENSMUSG00000008874 ENSMODG00000008109 ENSOANG00000000788 ENSGALG00000013223
ENSG00000131910 ENSPTRG00000000394 ENSGGOG00000015311 ENSPPYG00000001674 ENSMMUG00000010291 ENSMUSG00000037583 ENSMODG00000014420 ENSOANG00000006533 ENSGALG00000000887
ENSG00000156049 ENSPTRG00000021042 ENSGGOG00000013561 ENSPPYG00000019310 ENSMMUG00000019761 ENSMUSG00000024697 ENSMODG00000012932 ENSOANG00000013459 ENSGALG00000015176
ENSG00000173210 ENSPTRG00000017393 ENSGGOG00000005384 ENSPPYG00000015931 ENSMMUG00000021657 ENSMUSG00000032735 ENSMODG00000005706 ENSOANG00000013016 ENSGALG00000002790
ENSG00000186260 ENSPTRG00000007791 ENSGGOG00000008762 ENSPPYG00000007122 ENSMMUG00000017379 ENSMUSG00000009569 ENSMODG00000004880 ENSOANG00000007151 ENSGALG00000003026
ENSG00000175416 ENSPTRG00000017562 ENSGGOG00000014346 ENSPPYG00000016072 ENSMMUG00000009058 ENSMUSG00000047547 ENSMODG00000005190 ENSOANG00000015371 ENSGALG00000003344
ENSG00000087263 ENSPTRG00000023015 ENSGGOG00000002377 ENSPPYG00000007366 ENSMMUG00000029125 ENSMUSG00000033009 ENSMODG00000013378 ENSOANG00000002091 ENSGALG00000003071
ENSG00000022567 ENSPTRG00000020628 ENSGGOG00000008028 ENSPPYG00000018911 ENSMMUG00000013579 ENSMUSG00000079020 ENSMODG00000000663 ENSOANG00000009761 ENSGALG00000016166
ENSG00000136842 ENSPTRG00000021165 ENSGGOG00000001369 ENSPPYG00000019424 ENSMMUG00000012278 ENSMUSG00000028328 ENSMODG00000003143 ENSOANG00000001919 ENSGALG00000002125
ENSG00000175806 ENSPTRG00000019974 ENSGGOG00000008218 ENSPPYG00000018366 ENSMMUG00000009382 ENSMUSG00000054733 ENSMODG00000008878 ENSOANG00000014236 ENSGALG00000016641
ENSG00000144747 ENSPTRG00000015094 ENSGGOG00000006754 ENSPPYG00000013730 ENSMMUG00000008616 ENSMUSG00000030059 ENSMODG00000003468 ENSOANG00000000495 ENSGALG00000013408
ENSG00000172345 ENSPTRG00000007370 ENSGGOG00000005142 ENSPPYG00000006721 ENSMMUG00000011560 ENSMUSG00000046027 ENSMODG00000019392 ENSOANG00000009304 ENSGALG00000021193
ENSG00000177463 ENSPTRG00000014657 ENSGGOG00000015479 ENSPPYG00000013408 ENSMMUG00000005156 ENSMUSG00000005893 ENSMODG00000007047 ENSOANG00000010886 ENSGALG00000008519
ENSG00000083642 ENSPTRG00000005771 ENSGGOG00000004950 ENSPPYG00000005269 ENSMMUG00000007201 ENSMUSG00000034021 ENSMODG00000009630 ENSOANG00000015485 ENSGALG00000017070
ENSG00000085831 ENSPTRG00000000728 ENSGGOG00000012965 ENSPPYG00000001360 ENSMMUG00000004564 ENSMUSG00000028555 ENSMODG00000001179 ENSOANG00000013494 ENSGALG00000010540
ENSG00000178922 ENSPTRG00000000640 ENSGGOG00000012782 ENSPPYG00000001444 ENSMMUG00000023675 ENSMUSG00000006395 ENSMODG00000024749 ENSOANG00000006406 ENSGALG00000010021
ENSG00000051180 ENSPTRG00000006926 ENSGGOG00000014269 ENSPPYG00000006357 ENSMMUG00000004579 ENSMUSG00000027323 ENSMODG00000000268 ENSOANG00000009240 ENSGALG00000004516
ENSG00000198719 ENSPTRG00000018824 ENSGGOG00000005504 ENSPPYG00000017189 ENSMMUG00000021144 ENSMUSG00000014773 ENSMODG00000005607 ENSOANG00000015029 ENSGALG00000011182
ENSG00000164440 ENSPTRG00000018658 ENSGGOG00000003354 ENSPPYG00000017052 ENSMMUG00000019136 ENSMUSG00000039891 ENSMODG00000017285 ENSOANG00000000259 ENSGALG00000013822
ENSG00000175449 ENSPTRG00000017085 ENSGGOG00000027350 ENSPPYG00000015642 ENSMMUG00000001212 ENSMUSG00000043190 ENSMODG00000020093 ENSOANG00000009206 ENSGALG00000014673
ENSG00000164764 ENSPTRG00000020344 ENSGGOG00000015408 ENSPPYG00000018670 ENSMMUG00000023210 ENSMUSG00000032719 ENSMODG00000007144 ENSOANG00000001721 ENSGALG00000015634
ENSG00000166881 ENSPTRG00000005119 ENSGGOG00000013143 ENSPPYG00000004678 ENSMMUG00000019783 ENSMUSG00000040195 ENSMODG00000019409 ENSOANG00000008152 ENSGALG00000000484
ENSG00000176014 ENSPTRG00000009878 ENSGGOG00000003308 ENSPPYG00000008991 ENSMMUG00000032572 ENSMUSG00000001473 ENSMODG00000003363 ENSOANG00000003049 ENSGALG00000000059
ENSG00000117139 ENSPTRG00000001856 ENSGGOG00000003073 ENSPPYG00000000346 ENSMMUG00000015233 ENSMUSG00000042207 ENSMODG00000000755 ENSOANG00000002512 ENSGALG00000000427
ENSG00000140368 ENSPTRG00000007320 ENSGGOG00000012292 ENSPPYG00000006679 ENSMMUG00000010171 ENSMUSG00000032322 ENSMODG00000012089 ENSOANG00000007549 ENSGALG00000002786
ENSG00000120149 ENSPTRG00000017548 ENSGGOG00000025973 ENSPPYG00000016061 ENSMMUG00000004932 ENSMUSG00000021469 ENSMODG00000005933 ENSOANG00000001111 ENSGALG00000002947
ENSG00000189350 ENSPTRG00000011793 ENSGGOG00000007738 ENSPPYG00000012525 ENSMMUG00000004324 ENSMUSG00000045761 ENSMODG00000015539 ENSOANG00000014468 ENSGALG00000008998
ENSG00000078246 ENSPTRG00000004536 ENSGGOG00000002594 ENSPPYG00000004155 ENSMMUG00000004172 ENSMUSG00000001521 ENSMODG00000018342 ENSOANG00000001390 ENSGALG00000013424
ENSG00000086300 ENSPTRG00000019004 ENSGGOG00000003419 ENSPPYG00000017713 ENSMMUG00000023230 ENSMUSG00000038301 ENSMODG00000000553 ENSOANG00000009161 ENSGALG00000011046
ENSG00000197892 ENSPTRG00000023437 ENSGGOG00000000863 ENSPPYG00000018481 ENSMMUG00000023565 ENSMUSG00000060012 ENSMODG00000008823 ENSOANG00000008956 ENSGALG00000016639
ENSG00000085998 ENSPTRG00000000687 ENSGGOG00000002359 ENSPPYG00000001400 ENSMMUG00000015078 ENSMUSG00000028700 ENSMODG00000002106 ENSOANG00000004362 ENSGALG00000010351
ENSG00000129749 ENSPTRG00000003199 ENSGGOG00000009471 ENSPPYG00000003632 ENSMMUG00000003949 ENSMUSG00000066279 ENSMODG00000008246 ENSOANG00000012926 ENSGALG00000022702
ENSG00000080822 ENSPTRG00000015149 ENSGGOG00000007565 ENSPPYG00000013614 ENSMMUG00000009549 ENSMUSG00000022744 ENSMODG00000017064 ENSOANG00000007536 ENSGALG00000015131
ENSG00000013293 ENSPTRG00000015619 ENSGGOG00000001456 ENSPPYG00000014293 ENSMMUG00000013987 ENSMUSG00000069072 ENSMODG00000016059 ENSOANG00000008030 ENSGALG00000009349
ENSG00000162494 ENSPTRG00000000182 ENSGGOG00000003598 ENSPPYG00000010676 ENSMMUG00000000146 ENSMUSG00000028584 ENSMODG00000012379 ENSOANG00000006096 ENSGALG00000004097
ENSG00000147862 ENSPTRG00000020777 ENSGGOG00000022134 ENSPPYG00000019214 ENSMMUG00000014697 ENSMUSG00000008575 ENSMODG00000014999 ENSOANG00000010122 ENSGALG00000005441
ENSG00000147481 ENSPTRG00000020240 ENSGGOG00000004595 ENSPPYG00000018580 ENSMMUG00000002811 ENSMUSG00000025909 ENSMODG00000009907 ENSOANG00000007270 ENSGALG00000015248
ENSG00000140043 ENSPTRG00000006524 ENSGGOG00000015300 ENSPPYG00000005976 ENSMMUG00000018146 ENSMUSG00000072946 ENSMODG00000006640 ENSOANG00000012777 ENSGALG00000009269
ENSG00000162745 ENSPTRG00000001597 ENSGGOG00000008860 ENSPPYG00000000588 ENSMMUG00000023042 ENSMUSG00000038463 ENSMODG00000000995 ENSOANG00000009736 ENSGALG00000002667
ENSG00000149136 ENSPTRG00000003653 ENSGGOG00000012359 ENSPPYG00000003278 ENSMMUG00000017810 ENSMUSG00000027067 ENSMODG00000020088 ENSOANG00000011895 ENSGALG00000007520
ENSG00000148344 ENSPTRG00000021462 ENSGGOG00000000601 ENSPPYG00000019682 ENSMMUG00000011822 ENSMUSG00000050737 ENSMODG00000006776 ENSOANG00000002549 ENSGALG00000004226
ENSG00000184967 ENSPTRG00000005648 ENSGGOG00000010266 ENSPPYG00000005136 ENSMMUG00000006735 ENSMUSG00000033294 ENSMODG00000015342 ENSOANG00000007306 ENSGALG00000002272
ENSG00000105053 ENSPTRG00000011330 ENSGGOG00000026286 ENSPPYG00000010273 ENSMMUG00000010837 ENSMUSG00000002205 ENSMODG00000012521 ENSOANG00000002721 ENSGALG00000020725
ENSG00000121892 ENSPTRG00000015999 ENSGGOG00000007334 ENSPPYG00000014682 ENSMMUG00000011323 ENSMUSG00000029202 ENSMODG00000020557 ENSOANG00000010337 ENSGALG00000014286
ENSG00000087502 ENSPTRG00000004798 ENSGGOG00000024865 ENSPPYG00000004390 ENSMMUG00000015811 ENSMUSG00000030304 ENSMODG00000014382 ENSOANG00000010582 ENSGALG00000007183
ENSG00000122729 ENSPTRG00000020843 ENSGGOG00000016306 ENSPPYG00000019150 ENSMMUG00000008196 ENSMUSG00000028405 ENSMODG00000004463 ENSOANG00000012132 ENSGALG00000002162
ENSG00000162613 ENSPTRG00000000888 ENSGGOG00000027554 ENSPPYG00000001219 ENSMMUG00000002899 ENSMUSG00000028034 ENSMODG00000020804 ENSOANG00000009777 ENSGALG00000008939
ENSG00000162819 ENSPTRG00000002012 ENSGGOG00000000636 ENSPPYG00000000195 ENSMMUG00000015026 ENSMUSG00000046836 ENSMODG00000004803 ENSOANG00000001442 ENSGALG00000009413
ENSG00000172007 ENSPTRG00000016455 ENSGGOG00000009244 ENSPPYG00000015072 ENSMMUG00000020692 ENSMUSG00000027739 ENSMODG00000000118 ENSOANG00000015286 ENSGALG00000009790
ENSG00000101188 ENSPTRG00000013718 ENSGGOG00000017017 ENSPPYG00000011216 ENSMMUG00000016854 ENSMUSG00000027568 ENSMODG00000016798 ENSOANG00000004978 ENSGALG00000005524
ENSG00000186185 ENSPTRG00000009290 ENSGGOG00000013025 ENSPPYG00000008316 ENSMMUG00000013113 ENSMUSG00000051378 ENSMODG00000011263 ENSOANG00000010540 ENSGALG00000000878
ENSG00000139173 ENSPTRG00000004847 ENSGGOG00000028620 ENSPPYG00000004429 ENSMMUG00000000205 ENSMUSG00000063296 ENSMODG00000018534 ENSOANG00000001738 ENSGALG00000009596
ENSG00000083520 ENSPTRG00000005926 ENSGGOG00000006630 ENSPPYG00000005413 ENSMMUG00000000787 ENSMUSG00000033166 ENSMODG00000000208 ENSOANG00000010027 ENSGALG00000016930
ENSG00000174429 ENSPTRG00000020502 ENSGGOG00000016286 ENSPPYG00000018816 ENSMMUG00000017850 ENSMUSG00000042895 ENSMODG00000005297 ENSOANG00000008344 ENSGALG00000016080
ENSG00000171914 ENSPTRG00000007140 ENSGGOG00000015139 ENSPPYG00000006533 ENSMMUG00000011503 ENSMUSG00000052698 ENSMODG00000011273 ENSOANG00000002149 ENSGALG00000003628
ENSG00000115226 ENSPTRG00000011772 ENSGGOG00000012774 ENSPPYG00000012543 ENSMMUG00000005101 ENSMUSG00000038552 ENSMODG00000015610 ENSOANG00000005690 ENSGALG00000016507
ENSG00000180891 ENSPTRG00000009441 ENSGGOG00000014235 ENSPPYG00000008242 ENSMMUG00000009228 ENSMUSG00000018378 ENSMODG00000014783 ENSOANG00000009719 ENSGALG00000005549
ENSG00000006459 ENSPTRG00000019762 ENSGGOG00000003842 ENSPPYG00000018054 ENSMMUG00000008126 ENSMUSG00000042599 ENSMODG00000013709 ENSOANG00000003792 ENSGALG00000012848
ENSG00000140743 ENSPTRG00000007879 ENSGGOG00000013666 ENSPPYG00000007181 ENSMMUG00000022035 ENSMUSG00000030878 ENSMODG00000007761 ENSOANG00000003265 ENSGALG00000007019
ENSG00000181085 ENSPTRG00000020666 ENSGGOG00000007904 ENSPPYG00000018946 ENSMMUG00000001187 ENSMUSG00000063704 ENSMODG00000009057 ENSOANG00000014961 ENSGALG00000004967
ENSG00000153147 ENSPTRG00000016472 ENSGGOG00000012595 ENSPPYG00000015091 ENSMMUG00000000829 ENSMUSG00000031715 ENSMODG00000000391 ENSOANG00000013921 ENSGALG00000009913
ENSG00000196968 ENSPTRG00000024232 ENSGGOG00000006179 ENSPPYG00000002330 ENSMMUG00000013695 ENSMUSG00000039357 ENSMODG00000000355 ENSOANG00000003491 ENSGALG00000005169
ENSG00000099910 ENSPTRG00000014085 ENSGGOG00000015856 ENSPPYG00000011600 ENSMMUG00000008152 ENSMUSG00000022750 ENSMODG00000014290 ENSOANG00000006948 ENSGALG00000006422
ENSG00000196839 ENSPTRG00000013524 ENSGGOG00000006856 ENSPPYG00000011038 ENSMMUG00000010603 ENSMUSG00000017697 ENSMODG00000016207 ENSOANG00000009775 ENSGALG00000004170
ENSG00000112706 ENSPTRG00000018360 ENSGGOG00000025852 ENSPPYG00000016786 ENSMMUG00000005035 ENSMUSG00000032343 ENSMODG00000018487 ENSOANG00000000945 ENSGALG00000015897
ENSG00000011523 ENSPTRG00000011988 ENSGGOG00000005826 ENSPPYG00000012361 ENSMMUG00000017019 ENSMUSG00000044066 ENSMODG00000003315 ENSOANG00000012437 ENSGALG00000008787
ENSG00000068912 ENSPTRG00000011918 ENSGGOG00000000544 ENSPPYG00000012414 ENSMMUG00000010640 ENSMUSG00000020311 ENSMODG00000001631 ENSOANG00000004645 ENSGALG00000008172
ENSG00000082516 ENSPTRG00000017452 ENSGGOG00000010687 ENSPPYG00000015978 ENSMMUG00000021228 ENSMUSG00000037275 ENSMODG00000008598 ENSOANG00000005092 ENSGALG00000003937
ENSG00000161904 ENSPTRG00000018057 ENSGGOG00000008126 ENSPPYG00000016510 ENSMMUG00000021734 ENSMUSG00000044857 ENSMODG00000013987 ENSOANG00000011358 ENSGALG00000002870
ENSG00000142178 ENSPTRG00000013954 ENSGGOG00000007792 ENSPPYG00000011466 ENSMMUG00000020050 ENSMUSG00000024042 ENSMODG00000021031 ENSOANG00000006466 ENSGALG00000016200
ENSG00000144230 ENSPTRG00000012433 ENSGGOG00000004755 ENSPPYG00000012764 ENSMMUG00000004180 ENSMUSG00000052229 ENSMODG00000024957 ENSOANG00000008960 ENSGALG00000002007
ENSG00000013288 ENSPTRG00000015884 ENSGGOG00000008067 ENSPPYG00000014586 ENSMMUG00000005298 ENSMUSG00000029119 ENSMODG00000002889 ENSOANG00000003982 ENSGALG00000015537
ENSG00000142606 ENSPTRG00000000055 ENSGGOG00000010290 ENSPPYG00000001973 ENSMMUG00000012381 ENSMUSG00000058183 ENSMODG00000008304 ENSOANG00000019803 ENSGALG00000001115
ENSG00000111670 ENSPTRG00000005356 ENSGGOG00000009796 ENSPPYG00000004877 ENSMMUG00000012562 ENSMUSG00000035311 ENSMODG00000002612 ENSOANG00000005574 ENSGALG00000012763
ENSG00000117016 ENSPTRG00000000594 ENSGGOG00000009986 ENSPPYG00000001485 ENSMMUG00000012212 ENSMUSG00000032890 ENSMODG00000017587 ENSOANG00000021495 ENSGALG00000003174
ENSG00000110675 ENSPTRG00000004241 ENSGGOG00000005498 ENSPPYG00000003835 ENSMMUG00000005440 ENSMUSG00000041986 ENSMODG00000014705 ENSOANG00000010462 ENSGALG00000017169
ENSG00000188133 ENSPTRG00000020849 ENSGGOG00000016656 ENSPPYG00000019144 ENSMMUG00000007964 ENSMUSG00000046593 ENSMODG00000025140 ENSOANG00000012130 ENSGALG00000015754
ENSG00000179387 ENSPTRG00000016462 ENSGGOG00000024299 ENSPPYG00000015080 ENSMMUG00000015242 ENSMUSG00000035151 ENSMODG00000024910 ENSOANG00000015293 ENSGALG00000009836
ENSG00000130921 ENSPTRG00000005595 ENSGGOG00000012850 ENSPPYG00000005082 ENSMMUG00000031495 ENSMUSG00000047635 ENSMODG00000012450 ENSOANG00000012866 ENSGALG00000003413
ENSG00000137200 ENSPTRG00000018122 ENSGGOG00000005640 ENSPPYG00000016562 ENSMMUG00000011573 ENSMUSG00000024019 ENSMODG00000013372 ENSOANG00000013822 ENSGALG00000010149
ENSG00000164332 ENSPTRG00000017480 ENSGGOG00000014527 ENSPPYG00000015999 ENSMMUG00000021700 ENSMUSG00000041231 ENSMODG00000008063 ENSOANG00000012336 ENSGALG00000003672
ENSG00000157212 ENSPTRG00000019903 ENSGGOG00000024871 ENSPPYG00000018210 ENSMMUG00000006331 ENSMUSG00000002221 ENSMODG00000004929 ENSOANG00000006152 ENSGALG00000006336
ENSG00000164347 ENSPTRG00000016989 ENSGGOG00000013739 ENSPPYG00000015556 ENSMMUG00000019998 ENSMUSG00000021666 ENSMODG00000001892 ENSOANG00000015776 ENSGALG00000014939
ENSG00000137807 ENSPTRG00000007227 ENSGGOG00000003971 ENSPPYG00000006600 ENSMMUG00000014887 ENSMUSG00000032254 ENSMODG00000009242 ENSOANG00000013534 ENSGALG00000008095
ENSG00000116754 ENSPTRG00000000852 ENSGGOG00000005774 ENSPPYG00000001245 ENSMMUG00000013852 ENSMUSG00000055436 ENSMODG00000000559 ENSOANG00000015528 ENSGALG00000011305
ENSG00000140859 ENSPTRG00000008167 ENSGGOG00000007147 ENSPPYG00000007398 ENSMMUG00000015696 ENSMUSG00000031788 ENSMODG00000014047 ENSOANG00000004494 ENSGALG00000001020
ENSG00000043143 ENSPTRG00000017242 ENSGGOG00000016982 ENSPPYG00000015788 ENSMMUG00000000358 ENSMUSG00000020387 ENSMODG00000014214 ENSOANG00000010024 ENSGALG00000006424
ENSG00000106305 ENSPTRG00000018903 ENSGGOG00000007974 ENSPPYG00000017342 ENSMMUG00000030420 ENSMUSG00000029610 ENSMODG00000008128 ENSOANG00000002794 ENSGALG00000003400
ENSG00000110367 ENSPTRG00000004353 ENSGGOG00000016751 ENSPPYG00000003942 ENSMMUG00000018651 ENSMUSG00000032097 ENSMODG00000013375 ENSOANG00000003751 ENSGALG00000021251
ENSG00000119487 ENSPTRG00000021373 ENSGGOG00000005950 ENSPPYG00000019611 ENSMMUG00000016826 ENSMUSG00000038696 ENSMODG00000019775 ENSOANG00000012699 ENSGALG00000000977
ENSG00000189280 ENSPTRG00000023267 ENSGGOG00000008954 ENSPPYG00000001568 ENSMMUG00000001859 ENSMUSG00000042357 ENSMODG00000017930 ENSOANG00000010965 ENSGALG00000021623
ENSG00000159202 ENSPTRG00000009365 ENSGGOG00000010582 ENSPPYG00000008910 ENSMMUG00000021085 ENSMUSG00000014349 ENSMODG00000012285 ENSOANG00000001467 ENSGALG00000001315
ENSG00000197168 ENSPTRG00000024302 ENSGGOG00000005881 ENSPPYG00000005387 ENSMMUG00000016523 ENSMUSG00000037738 ENSMODG00000010472 ENSOANG00000015523 ENSGALG00000017023
ENSG00000118655 ENSPTRG00000001128 ENSGGOG00000011403 ENSPPYG00000001005 ENSMMUG00000019527 ENSMUSG00000027845 ENSMODG00000000672 ENSOANG00000003000 ENSGALG00000001911
ENSG00000164251 ENSPTRG00000017005 ENSGGOG00000007078 ENSPPYG00000015571 ENSMMUG00000021353 ENSMUSG00000021678 ENSMODG00000013578 ENSOANG00000015764 ENSGALG00000014984
